year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2018,1,20,bc,CA,3,2,3,2
2018,1,20,ca,US,3924084,1145564,1215505,737248
2018,1,20,co,US,569310,175989,185457,112773
2018,1,20,ct,US,287592,94486,103438,60905
2018,1,20,dc,US,198938,63922,34820,21308
2018,1,20,de,US,82034,29394,28873,17639
2018,1,20,fl,US,3203452,966456,965997,592942
2018,1,20,ga,US,1261546,368373,424702,252163
2018,1,20,gu,US,4891,2018,2507,1419
2018,1,20,hi,US,143185,40266,36210,22490
2018,1,20,ia,US,303429,104335,118383,72371
2018,1,20,id,US,122009,43104,48036,29453
2018,1,20,il,US,1250165,389854,436941,259585
2018,1,20,in,US,626091,203562,228953,138583
2018,1,20,ks,US,344368,114210,132646,79448
2018,1,20,ky,US,398266,136288,149258,93096
2018,1,20,la,US,531578,172584,189247,115716
2018,1,20,ma,US,525304,177459,178756,107442
2018,1,20,md,US,621102,201813,201255,121972
2018,1,20,me,US,76922,28194,31543,19795
2018,1,20,mi,US,902044,300157,344741,210866
2018,1,20,mn,US,489732,159028,176561,108409
2018,1,20,mo,US,660587,211592,239197,142976
2018,1,20,mp,US,462,276,462,276
2018,1,20,ms,US,304344,99869,110044,66163
2018,1,20,mt,US,68917,24844,26309,16966
2018,1,20,nc,US,1052891,343007,391656,239367
2018,1,20,nd,US,69921,24687,25792,16192
2018,1,20,ne,US,226595,75479,86788,52599
2018,1,20,nh,US,110843,38003,39778,23740
2018,1,20,nj,US,907015,294418,326850,189785
2018,1,20,nm,US,132438,48279,47875,30147
2018,1,20,nv,US,392422,105788,96331,60403
2018,1,20,ny,US,1743435,575983,569750,348889
2018,1,20,oh,US,1110141,355433,415092,250606
2018,1,20,ok,US,507896,171086,191548,118494
2018,1,20,or,US,311505,102827,107683,67427
2018,1,20,pa,US,1086534,362126,381751,232392
2018,1,20,pr,US,77001,29458,29960,18958
2018,1,20,qc,CA,1,1,1,1
2018,1,20,ri,US,84230,30499,30236,18185
2018,1,20,sc,US,497223,161693,184128,109995
2018,1,20,sd,US,71923,25550,27657,17176
2018,1,20,tn,US,737005,229339,255655,153374
2018,1,20,tx,US,3645219,1089312,1230095,737215
2018,1,20,ut,US,260867,84494,96509,57499
2018,1,20,va,US,840149,264868,287913,172278
2018,1,20,vi,US,359,222,0,0
2018,1,20,vt,US,45781,15286,13919,8749
2018,1,20,wa,US,598229,204522,209808,134115
2018,1,20,wi,US,493559,177152,197030,123441
2018,1,20,wv,US,131892,51349,51946,34027
2018,1,20,wy,US,37036,14820,14783,9566
2018,1,21,ALL,"",28100660,9935745,11347028,6996690
2018,1,21,ALL_CA,CA,3,2,3,2
2018,1,21,ALL_US,US,28100657,9935743,11347025,6996688
2018,1,21,ak,US,34008,14865,14729,10299
2018,1,21,al,US,529793,191700,238914,142750
2018,1,21,ar,US,290683,112100,136228,82081
2018,1,21,as,US,30,25,29,25
2018,1,21,az,US,553222,196467,213086,134202
2018,1,21,bc,CA,3,2,3,2
2018,1,21,ca,US,3418272,1118432,1185823,747214
2018,1,21,co,US,367158,160143,155977,109213
2018,1,21,ct,US,233923,89503,100066,60078
2018,1,21,dc,US,154167,56614,34494,21445
2018,1,21,de,US,66653,27192,28051,17403
2018,1,21,fl,US,2639529,894735,905714,561504
2018,1,21,ga,US,1068916,351444,423958,249140
2018,1,21,gu,US,4340,1917,2388,1402
2018,1,21,hi,US,123523,38407,34085,21986
2018,1,21,ia,US,247945,103710,123363,76987
2018,1,21,id,US,98937,41496,47847,30037
2018,1,21,il,US,1021542,371190,420675,256700
2018,1,21,in,US,493356,187318,218970,133641
2018,1,21,ks,US,289898,113075,134663,82843
2018,1,21,ky,US,330099,126322,146106,89980
2018,1,21,la,US,448727,167383,193051,118115
2018,1,21,ma,US,434994,169403,171006,106143
2018,1,21,md,US,519110,191410,199190,122054
2018,1,21,me,US,61984,26467,30433,19602
2018,1,21,mi,US,734210,283965,339126,210040
2018,1,21,mn,US,408358,160516,185587,115472
2018,1,21,mo,US,558230,206826,245527,147521
2018,1,21,mp,US,426,259,426,259
2018,1,21,ms,US,257581,95131,112831,66637
2018,1,21,mt,US,56109,23539,25862,16909
2018,1,21,nc,US,886072,323778,386766,234633
2018,1,21,nd,US,54955,23302,26062,16620
2018,1,21,ne,US,187978,79544,93408,58663
2018,1,21,nh,US,84943,34642,37850,23317
2018,1,21,nj,US,754677,281158,320113,189631
2018,1,21,nm,US,105568,45899,45927,30275
2018,1,21,nv,US,330742,103206,93907,61003
2018,1,21,ny,US,1488712,553235,563838,349261
2018,1,21,oh,US,902309,335220,405670,245712
2018,1,21,ok,US,427623,165320,194073,120363
2018,1,21,or,US,260172,99356,104561,68388
2018,1,21,pa,US,904498,344403,372737,229487
2018,1,21,pr,US,66903,29809,31632,20362
2018,1,21,ri,US,67335,28162,28659,17800
2018,1,21,sc,US,415759,152200,182129,108176
2018,1,21,sd,US,59184,25291,29299,18280
2018,1,21,tn,US,607225,213523,251817,149843
2018,1,21,tx,US,3056628,1074943,1247082,761899
2018,1,21,ut,US,203297,81029,94840,57081
2018,1,21,va,US,707633,251392,285869,171050
2018,1,21,vi,US,246,161,0,0
2018,1,21,vt,US,33453,13653,12993,8415
2018,1,21,wa,US,493732,195292,202200,134160
2018,1,21,wi,US,418168,173986,203337,128897
2018,1,21,wv,US,107666,46295,50386,32386
2018,1,21,wy,US,29456,13751,13665,9304
2018,1,22,ALL,"",33336802,10757463,11921147,7315146
2018,1,22,ALL_CA,CA,3,3,3,3
2018,1,22,ALL_US,US,33336799,10757461,11921144,7315143
2018,1,22,ak,US,46372,17064,16739,11480
2018,1,22,al,US,629994,212512,247617,151494
2018,1,22,ar,US,355860,116063,133691,80493
2018,1,22,as,US,62,44,51,36
2018,1,22,az,US,663633,207887,221251,137598
2018,1,22,bc,CA,3,3,3,3
2018,1,22,ca,US,4015798,1193114,1230064,777150
2018,1,22,co,US,529277,174203,179648,114208
2018,1,22,ct,US,279184,95763,107100,62376
2018,1,22,dc,US,217844,72912,38878,24585
2018,1,22,de,US,80389,29768,30185,18368
2018,1,22,fl,US,3096252,991878,1000416,616296
2018,1,22,ga,US,1230851,386270,442862,263610
2018,1,22,gu,US,4732,1983,2252,1444
2018,1,22,hi,US,141860,40843,35348,23576
2018,1,22,ia,US,287738,108854,125764,78427
2018,1,22,id,US,126535,44489,49441,30890
2018,1,22,il,US,1205460,402693,446354,270770
2018,1,22,in,US,599181,207313,239324,144408
2018,1,22,ks,US,335682,122443,139205,85918
2018,1,22,ky,US,407817,144159,160489,98908
2018,1,22,la,US,539598,179391,198883,121795
2018,1,22,ma,US,520964,183310,183482,110441
2018,1,22,md,US,599082,204571,211457,127474
2018,1,22,me,US,75491,28787,33215,20606
2018,1,22,mi,US,891641,313939,368275,223322
2018,1,22,mn,US,408235,167416,180435,117986
2018,1,22,mo,US,642361,219884,249253,151428
2018,1,22,mp,US,461,285,453,284
2018,1,22,ms,US,315700,104374,116339,70284
2018,1,22,mt,US,72099,25492,27679,17921
2018,1,22,nc,US,1054523,355941,412497,250129
2018,1,22,nd,US,71748,25685,28266,17481
2018,1,22,ne,US,155280,77045,80347,56897
2018,1,22,nh,US,98315,35654,41029,24340
2018,1,22,nj,US,884796,296977,337521,194679
2018,1,22,nm,US,135937,48728,48846,31128
2018,1,22,nv,US,367559,106652,98274,63096
2018,1,22,ny,US,1756875,593350,595798,362310
2018,1,22,oh,US,1082457,369585,435204,261434
2018,1,22,ok,US,526443,180783,202357,125838
2018,1,22,or,US,321904,106688,108645,70658
2018,1,22,pa,US,1052347,367212,398275,240104
2018,1,22,pr,US,76083,31139,33442,20144
2018,1,22,ri,US,82307,30051,30679,18325
2018,1,22,sc,US,495247,166674,194516,115562
2018,1,22,sd,US,65047,24918,27928,18009
2018,1,22,tn,US,714913,233659,264227,159877
2018,1,22,tx,US,3665968,1127864,1256202,762285
2018,1,22,ut,US,278583,87359,98890,59014
2018,1,22,va,US,827069,272319,301079,178377
2018,1,22,vi,US,430,244,0,0
2018,1,22,vt,US,36070,13964,14577,9205
2018,1,22,wa,US,620318,215657,213343,140998
2018,1,22,wi,US,466955,185639,210004,135553
2018,1,22,wv,US,138968,53790,57514,36215
2018,1,22,wy,US,40504,15138,15534,9909
2018,1,23,ALL,"",34262715,10792913,11734919,7177979
2018,1,23,ALL_CA,CA,1,1,1,1
2018,1,23,ALL_US,US,34262714,10792912,11734918,7177978
2018,1,23,ak,US,48891,18198,17140,11688
2018,1,23,al,US,653919,209378,240943,146718
2018,1,23,ar,US,368077,116229,131363,79157
2018,1,23,as,US,62,42,49,36
2018,1,23,az,US,671690,207632,217816,135235
2018,1,23,bc,CA,1,1,1,1
2018,1,23,ca,US,4108097,1202598,1220299,769511
2018,1,23,co,US,554651,174379,178300,112312
2018,1,23,ct,US,280067,96615,105017,61546
2018,1,23,dc,US,228725,76571,39226,24835
2018,1,23,de,US,81265,30175,29838,18159
2018,1,23,fl,US,3284192,1008324,999499,605880
2018,1,23,ga,US,1286826,385329,436108,256849
2018,1,23,gu,US,4801,2004,2275,1444
2018,1,23,hi,US,142463,41021,34792,23289
2018,1,23,ia,US,305461,107503,122073,75185
2018,1,23,id,US,130683,44632,49306,30389
2018,1,23,il,US,1217493,401129,436610,264992
2018,1,23,in,US,610090,207401,234030,141037
2018,1,23,ks,US,351136,119930,135740,82596
2018,1,23,ky,US,417899,144921,156381,96071
2018,1,23,la,US,552742,176624,192360,117734
2018,1,23,ma,US,521532,186006,180118,109586
2018,1,23,md,US,598109,205830,205971,125544
2018,1,23,me,US,67162,27729,30741,20047
2018,1,23,mi,US,904986,312317,359404,217647
2018,1,23,mn,US,465003,163289,179569,114073
2018,1,23,mo,US,660681,218772,243367,147601
2018,1,23,mp,US,458,294,446,293
2018,1,23,ms,US,321910,102325,112246,67305
2018,1,23,mt,US,74307,25591,27463,17711
2018,1,23,nc,US,1089123,358961,409612,246087
2018,1,23,nd,US,75716,26223,28144,17393
2018,1,23,ne,US,215296,76731,85752,53550
2018,1,23,nh,US,92308,34808,39100,23770
2018,1,23,nj,US,877648,299607,330507,192302
2018,1,23,nm,US,136947,48879,47726,30512
2018,1,23,nv,US,371073,105517,95927,61625
2018,1,23,ny,US,1756159,601068,583076,358209
2018,1,23,oh,US,1089910,366672,421933,253153
2018,1,23,ok,US,549666,182007,200020,123558
2018,1,23,or,US,324207,106792,107255,69902
2018,1,23,pa,US,1052215,368555,390574,236416
2018,1,23,pr,US,80060,33593,35334,21646
2018,1,23,ri,US,82577,30606,30395,18166
2018,1,23,sc,US,513241,167495,192582,113106
2018,1,23,sd,US,72404,24988,27696,17343
2018,1,23,tn,US,742172,233685,259599,156598
2018,1,23,tx,US,3766331,1132047,1235245,752124
2018,1,23,ut,US,287278,87430,99366,58330
2018,1,23,va,US,840881,277225,297912,177372
2018,1,23,vi,US,329,199,0,0
2018,1,23,vt,US,35560,13652,13983,8822
2018,1,23,wa,US,626428,217895,211034,140184
2018,1,23,wi,US,493421,182107,203977,129314
2018,1,23,wv,US,136827,53079,54641,34466
2018,1,23,wy,US,41559,14998,15038,9560
2018,1,24,ALL,"",33396407,10054582,11169603,6706960
2018,1,24,ALL_US,US,33396407,10054582,11169603,6706960
2018,1,24,ak,US,46740,16348,15863,10733
2018,1,24,al,US,630111,196121,229081,136955
2018,1,24,ar,US,355571,108407,123835,72705
2018,1,24,as,US,53,36,38,30
2018,1,24,az,US,650766,191499,206174,124875
2018,1,24,ca,US,4012491,1132586,1196013,743092
2018,1,24,co,US,539962,162706,169366,104370
2018,1,24,ct,US,280029,90585,101901,58667
2018,1,24,dc,US,225308,75464,37755,24284
2018,1,24,de,US,79808,27882,28126,16941
2018,1,24,fl,US,3120011,921082,912882,543856
2018,1,24,ga,US,1247323,361580,412192,240761
2018,1,24,gu,US,4695,1959,2227,1419
2018,1,24,hi,US,139066,37584,33459,21605
2018,1,24,ia,US,300473,99904,115243,68070
2018,1,24,id,US,127774,41949,47404,28617
2018,1,24,il,US,1179859,373720,417523,249250
2018,1,24,in,US,564089,190796,215899,130502
2018,1,24,ks,US,347325,112831,128274,75147
2018,1,24,ky,US,398625,132663,146097,88108
2018,1,24,la,US,532126,164301,179360,108010
2018,1,24,ma,US,531964,174866,176715,104442
2018,1,24,md,US,583396,193189,196884,119085
2018,1,24,me,US,76449,26993,30968,18885
2018,1,24,mi,US,901668,295330,347499,205986
2018,1,24,mn,US,479335,153504,169220,102060
2018,1,24,mo,US,649330,204768,229130,135684
2018,1,24,mp,US,477,299,468,298
2018,1,24,ms,US,312044,95723,106770,62898
2018,1,24,mt,US,71912,23690,25674,16027
2018,1,24,nc,US,1059341,333971,384055,227885
2018,1,24,nd,US,71957,24187,25757,15364
2018,1,24,ne,US,218596,71943,80866,48338
2018,1,24,nh,US,101975,34259,38980,22709
2018,1,24,nj,US,871789,280709,323151,185265
2018,1,24,nm,US,131441,44712,44588,27843
2018,1,24,nv,US,364919,99612,93098,58919
2018,1,24,ny,US,1740978,561936,566910,342758
2018,1,24,oh,US,1057202,344196,404251,239696
2018,1,24,ok,US,530563,169782,188989,113427
2018,1,24,or,US,320754,101541,105853,67947
2018,1,24,pa,US,1034353,344913,375275,224504
2018,1,24,pr,US,85070,35074,36474,22246
2018,1,24,ri,US,84222,28785,29811,17469
2018,1,24,sc,US,497642,155733,181013,105009
2018,1,24,sd,US,71571,23374,25840,15381
2018,1,24,tn,US,717776,217825,245823,145255
2018,1,24,tx,US,3637500,1049602,1158569,688690
2018,1,24,ut,US,279620,82795,96923,56045
2018,1,24,va,US,815643,258603,280922,165635
2018,1,24,vi,US,417,243,0,0
2018,1,24,vt,US,35932,12761,13574,8329
2018,1,24,wa,US,616860,205326,205056,133265
2018,1,24,wi,US,486409,169031,193294,118774
2018,1,24,wv,US,134569,51329,54293,34052
2018,1,24,wy,US,40528,14090,14198,8793
2018,1,25,ALL,"",32995216,9729666,10924831,6539104
2018,1,25,ALL_US,US,32995216,9729666,10924831,6539104
2018,1,25,ak,US,47086,16634,15804,10943
2018,1,25,al,US,622999,191661,224788,134769
2018,1,25,ar,US,347864,103666,120437,70557
2018,1,25,as,US,52,34,40,30
2018,1,25,az,US,645503,186355,200524,120953
2018,1,25,ca,US,4050373,1129947,1189390,740559
2018,1,25,co,US,535566,159296,165957,101839
2018,1,25,ct,US,275613,88008,100224,57603
2018,1,25,dc,US,223330,74482,37188,23972
2018,1,25,de,US,78358,27005,27583,16549
2018,1,25,fl,US,3020887,875740,880469,520891
2018,1,25,ga,US,1227928,349845,404295,234553
2018,1,25,gu,US,4807,2006,2203,1406
2018,1,25,hi,US,137177,37355,32929,21544
2018,1,25,ia,US,294571,94688,111067,65416
2018,1,25,id,US,128376,41818,47047,28428
2018,1,25,il,US,1193334,365148,412137,244273
2018,1,25,in,US,596782,185042,215585,125713
2018,1,25,ks,US,338905,107125,124299,72623
2018,1,25,ky,US,398529,128905,143899,86291
2018,1,25,la,US,513963,156913,174344,104223
2018,1,25,ma,US,521180,170013,173269,102862
2018,1,25,md,US,576804,187823,192773,116190
2018,1,25,me,US,75410,26368,29942,18324
2018,1,25,mi,US,897092,284339,339125,199019
2018,1,25,mn,US,458185,142602,160974,96837
2018,1,25,mo,US,643276,196926,224230,131191
2018,1,25,mp,US,470,296,466,295
2018,1,25,ms,US,307018,92844,103987,61168
2018,1,25,mt,US,71028,23228,25112,15693
2018,1,25,nc,US,1033760,321417,373478,220450
2018,1,25,nd,US,70449,23072,25318,15066
2018,1,25,ne,US,210929,67355,77760,46210
2018,1,25,nh,US,102271,33804,38454,22253
2018,1,25,nj,US,866049,275098,317223,182490
2018,1,25,nm,US,128817,43201,43318,26832
2018,1,25,nv,US,369786,99887,91766,58339
2018,1,25,ny,US,1722743,545383,555820,336247
2018,1,25,oh,US,1058008,333359,395940,232714
2018,1,25,ok,US,517260,162315,182333,109756
2018,1,25,or,US,327187,102828,106344,68176
2018,1,25,pa,US,1026302,335385,368130,218936
2018,1,25,pr,US,79680,32827,33261,20481
2018,1,25,ri,US,81961,27729,29013,17030
2018,1,25,sc,US,484275,149055,175309,101067
2018,1,25,sd,US,68416,21704,24354,14449
2018,1,25,tn,US,709035,210595,239775,141147
2018,1,25,tx,US,3506586,1004436,1123517,667436
2018,1,25,ut,US,276465,82945,95569,55705
2018,1,25,va,US,801758,251038,275229,161770
2018,1,25,vi,US,424,228,0,0
2018,1,25,vt,US,36497,12635,13140,7999
2018,1,25,wa,US,627198,206303,205226,133269
2018,1,25,wi,US,484952,164418,189292,115733
2018,1,25,wv,US,131906,48902,51305,32303
2018,1,25,wy,US,40036,13548,13870,8532
2018,1,26,ALL,"",35928906,10191308,11132147,6577565
2018,1,26,ALL_US,US,35928906,10191308,11132147,6577565
2018,1,26,ak,US,51117,17051,15817,10547
2018,1,26,al,US,680431,200490,229919,135437
2018,1,26,ar,US,375491,109375,123614,71636
2018,1,26,as,US,56,35,41,31
2018,1,26,az,US,705592,195731,207235,121498
2018,1,26,ca,US,4383201,1180274,1223515,740415
2018,1,26,co,US,580553,167499,170018,102030
2018,1,26,ct,US,299087,93254,101307,58259
2018,1,26,dc,US,234548,75169,36977,23550
2018,1,26,de,US,84631,28727,27493,16555
2018,1,26,fl,US,3324776,926434,899363,528603
2018,1,26,ga,US,1329404,366033,408326,235573
2018,1,26,gu,US,5297,2104,2348,1417
2018,1,26,hi,US,151682,39751,34282,21726
2018,1,26,ia,US,319909,99304,111953,65258
2018,1,26,id,US,135728,43438,47298,28222
2018,1,26,il,US,1302502,385449,423422,246813
2018,1,26,in,US,670806,198203,221779,127338
2018,1,26,ks,US,364500,110977,125749,72356
2018,1,26,ky,US,435033,134696,144611,85829
2018,1,26,la,US,566085,167111,181302,106636
2018,1,26,ma,US,564917,180792,175275,104422
2018,1,26,md,US,628399,198094,192846,116012
2018,1,26,me,US,82411,27726,30284,18504
2018,1,26,mi,US,972947,297642,340291,199656
2018,1,26,mn,US,497632,149479,161838,96411
2018,1,26,mo,US,695555,205927,227718,131129
2018,1,26,mp,US,456,295,448,294
2018,1,26,ms,US,337439,99160,108329,62677
2018,1,26,mt,US,76272,23689,25188,15386
2018,1,26,nc,US,1119305,334878,375825,221214
2018,1,26,nd,US,75464,23828,24407,14635
2018,1,26,ne,US,229494,70470,79263,46244
2018,1,26,nh,US,112696,36370,38510,22446
2018,1,26,nj,US,937431,291772,323179,184570
2018,1,26,nm,US,138642,45553,44329,26914
2018,1,26,nv,US,409420,107071,94046,58280
2018,1,26,ny,US,1870891,581775,562293,339885
2018,1,26,oh,US,1171438,348714,401863,233675
2018,1,26,ok,US,553132,169684,184690,110149
2018,1,26,or,US,345400,107044,107343,67739
2018,1,26,pa,US,1133609,355443,372928,220631
2018,1,26,pr,US,84643,34210,34550,21430
2018,1,26,ri,US,90113,29936,29704,17329
2018,1,26,sc,US,526385,157059,177124,101632
2018,1,26,sd,US,74005,22890,24850,14532
2018,1,26,tn,US,780671,223670,245151,142379
2018,1,26,tx,US,3828403,1057160,1163415,676853
2018,1,26,ut,US,299971,85793,96619,55023
2018,1,26,va,US,858627,260134,274238,161202
2018,1,26,vi,US,421,243,0,0
2018,1,26,vt,US,42557,14411,13277,8129
2018,1,26,wa,US,671778,215323,208875,132602
2018,1,26,wi,US,529958,173062,191937,115862
2018,1,26,wv,US,145588,51283,51360,31656
2018,1,26,wy,US,42407,14016,13785,8334
2018,1,27,ALL,"",32868485,9966972,10575268,6334256
2018,1,27,ALL_CA,CA,1,1,1,1
2018,1,27,ALL_US,US,32868484,9966971,10575267,6334255
2018,1,27,ak,US,43080,16208,14797,10040
2018,1,27,al,US,587858,194121,217847,132254
2018,1,27,ar,US,317106,104864,113565,68488
2018,1,27,as,US,35,23,27,20
2018,1,27,az,US,645110,189545,197283,116761
2018,1,27,bc,CA,1,1,1,1
2018,1,27,ca,US,3991926,1144584,1168858,701123
2018,1,27,co,US,533434,162744,162341,98052
2018,1,27,ct,US,283478,93233,97937,56724
2018,1,27,dc,US,195768,64344,33360,20590
2018,1,27,de,US,80287,28503,26449,16057
2018,1,27,fl,US,3072572,904017,847735,509704
2018,1,27,ga,US,1232047,357613,390876,230245
2018,1,27,gu,US,4973,2027,2378,1363
2018,1,27,hi,US,139226,39079,34030,20795
2018,1,27,ia,US,292513,97557,106328,63510
2018,1,27,id,US,117940,41703,44015,27060
2018,1,27,il,US,1227024,377515,409976,238423
2018,1,27,in,US,617781,195660,207006,123579
2018,1,27,ks,US,336481,107803,120507,69827
2018,1,27,ky,US,381630,130788,136650,84555
2018,1,27,la,US,476694,162120,164773,102388
2018,1,27,ma,US,524175,176000,169785,100419
2018,1,27,md,US,617183,197004,187957,112720
2018,1,27,me,US,74807,27354,28891,18036
2018,1,27,mi,US,874883,287093,317133,191409
2018,1,27,mn,US,465314,144444,151974,91505
2018,1,27,mo,US,652516,200131,218399,126300
2018,1,27,mp,US,454,268,452,268
2018,1,27,ms,US,278061,95496,99083,60455
2018,1,27,mt,US,65717,22926,23237,14791
2018,1,27,nc,US,1026910,329620,361450,216562
2018,1,27,nd,US,65262,22600,21725,13643
2018,1,27,ne,US,211839,68191,74091,43912
2018,1,27,nh,US,110241,37196,36942,21692
2018,1,27,nj,US,903789,292457,312064,179835
2018,1,27,nm,US,123546,44082,42057,25912
2018,1,27,nv,US,396619,104527,89814,55672
2018,1,27,ny,US,1753501,581586,544158,331121
2018,1,27,oh,US,1058193,339626,379411,226931
2018,1,27,ok,US,487649,161266,172885,104299
2018,1,27,or,US,310643,104184,102880,65012
2018,1,27,pa,US,1065968,353377,357671,215383
2018,1,27,pr,US,70665,28176,28433,17740
2018,1,27,ri,US,87361,30892,28339,16871
2018,1,27,sc,US,478083,154630,168021,99281
2018,1,27,sd,US,67407,22578,22642,13718
2018,1,27,tn,US,692860,219267,232555,139191
2018,1,27,tx,US,3451620,1021343,1099068,648293
2018,1,27,ut,US,276143,82654,93271,53263
2018,1,27,va,US,813493,255236,265543,156794
2018,1,27,vi,US,376,220,0,0
2018,1,27,vt,US,45555,15097,12842,8059
2018,1,27,wa,US,587665,202016,195825,124739
2018,1,27,wi,US,486749,168411,179805,110542
2018,1,27,wv,US,129464,49266,47461,30298
2018,1,27,wy,US,36810,13518,12665,8031
2018,1,28,ALL,"",28182789,9668071,10688946,6487740
2018,1,28,ALL_CA,CA,1,1,1,1
2018,1,28,ALL_US,US,28182788,9668070,10688945,6487739
2018,1,28,ak,US,35812,15437,14522,10134
2018,1,28,al,US,500388,186622,220986,134765
2018,1,28,ar,US,277975,100726,119640,69950
2018,1,28,as,US,36,27,31,24
2018,1,28,az,US,548779,185057,196083,119693
2018,1,28,bc,CA,1,1,1,1
2018,1,28,ca,US,3587070,1129506,1161348,718017
2018,1,28,co,US,453482,157016,159974,99410
2018,1,28,ct,US,237301,90355,96393,57814
2018,1,28,dc,US,149043,57084,32297,20494
2018,1,28,de,US,64712,26772,26042,16372
2018,1,28,fl,US,2655440,890730,868569,528169
2018,1,28,ga,US,995407,343103,389174,234507
2018,1,28,gu,US,4567,1981,2318,1348
2018,1,28,hi,US,124930,38062,32650,20776
2018,1,28,ia,US,235653,93222,106536,65028
2018,1,28,id,US,97870,39724,44638,27525
2018,1,28,il,US,1047650,367946,409706,244030
2018,1,28,in,US,528596,187036,214432,126019
2018,1,28,ks,US,277682,103186,119693,71569
2018,1,28,ky,US,337941,125434,141934,85560
2018,1,28,la,US,438386,157676,174601,104489
2018,1,28,ma,US,451199,171433,170187,102957
2018,1,28,md,US,509899,187351,187508,115344
2018,1,28,me,US,64319,26333,29392,18423
2018,1,28,mi,US,752129,279615,331232,199177
2018,1,28,mn,US,395235,141266,157273,95809
2018,1,28,mo,US,539792,191783,222873,130302
2018,1,28,mp,US,421,267,419,267
2018,1,28,ms,US,250280,91827,104682,61341
2018,1,28,mt,US,54629,22083,23378,15124
2018,1,28,nc,US,840842,315844,360020,221512
2018,1,28,nd,US,53704,21683,23150,14504
2018,1,28,ne,US,173576,65015,74426,44922
2018,1,28,nh,US,93028,35449,37529,22347
2018,1,28,nj,US,750122,282685,307131,183826
2018,1,28,nm,US,105347,42299,41661,26404
2018,1,28,nv,US,339556,100841,88417,56319
2018,1,28,ny,US,1515010,570512,551146,341299
2018,1,28,oh,US,939876,332225,397408,233583
2018,1,28,ok,US,422588,156251,176197,106806
2018,1,28,or,US,276979,101837,103932,66620
2018,1,28,pa,US,903148,340422,360551,219891
2018,1,28,pr,US,63036,28565,30048,19027
2018,1,28,ri,US,73113,29389,28129,17211
2018,1,28,sc,US,389089,147496,167478,101511
2018,1,28,sd,US,53719,21436,23752,14501
2018,1,28,tn,US,594350,209169,237518,141127
2018,1,28,tx,US,3005749,986364,1114127,658320
2018,1,28,ut,US,201883,78491,91603,53628
2018,1,28,va,US,675568,244709,262412,159714
2018,1,28,vi,US,284,172,0,0
2018,1,28,vt,US,34501,13888,12917,8112
2018,1,28,wa,US,513664,196745,194253,127273
2018,1,28,wi,US,408040,163936,185412,115823
2018,1,28,wv,US,107834,46079,48161,30719
2018,1,28,wy,US,31559,13205,13056,8303
2018,1,29,ALL,"",33326352,10459141,11111307,6674699
2018,1,29,ALL_CA,CA,2,2,2,2
2018,1,29,ALL_US,US,33326350,10459139,11111305,6674697
2018,1,29,ak,US,47251,17230,15798,10900
2018,1,29,al,US,628527,201861,228214,136262
2018,1,29,ar,US,344533,108804,120874,71021
2018,1,29,as,US,44,27,33,22
2018,1,29,az,US,649333,198791,201959,122573
2018,1,29,bc,CA,2,2,2,2
2018,1,29,ca,US,4090912,1204409,1191839,748436
2018,1,29,co,US,538340,170257,167251,103509
2018,1,29,ct,US,284362,96469,103150,59540
2018,1,29,dc,US,217601,74995,37311,23842
2018,1,29,de,US,80699,29043,28212,16928
2018,1,29,fl,US,3102141,946511,907135,535786
2018,1,29,ga,US,1241300,373042,413726,238566
2018,1,29,gu,US,4716,2000,2191,1394
2018,1,29,hi,US,140455,40081,33013,21893
2018,1,29,ia,US,294649,100481,113310,67073
2018,1,29,id,US,126406,43574,46245,28434
2018,1,29,il,US,1190828,390929,416886,248943
2018,1,29,in,US,589009,197784,219227,128332
2018,1,29,ks,US,333661,111839,124215,73031
2018,1,29,ky,US,402869,138917,147816,89108
2018,1,29,la,US,527979,168604,178503,106501
2018,1,29,ma,US,538803,187786,179115,106606
2018,1,29,md,US,594900,201316,198277,119189
2018,1,29,me,US,76836,28066,30894,18796
2018,1,29,mi,US,857924,305136,341854,206417
2018,1,29,mn,US,468161,153147,165306,98966
2018,1,29,mo,US,623610,205535,223887,132248
2018,1,29,mp,US,445,290,437,289
2018,1,29,ms,US,311841,98845,106448,62353
2018,1,29,mt,US,70569,24337,25056,15840
2018,1,29,nc,US,1034547,342739,382318,226871
2018,1,29,nd,US,69386,24055,25126,15092
2018,1,29,ne,US,210169,71027,78979,46980
2018,1,29,nh,US,101687,35478,39169,22808
2018,1,29,nj,US,891672,301071,326350,187589
2018,1,29,nm,US,129363,46009,43391,27278
2018,1,29,nv,US,363231,105415,92121,58882
2018,1,29,ny,US,1833851,616702,580861,351566
2018,1,29,oh,US,1056393,356215,402867,237159
2018,1,29,ok,US,516782,170614,183424,110496
2018,1,29,or,US,322278,108622,104895,68682
2018,1,29,pa,US,1060324,365038,380523,226537
2018,1,29,pr,US,81398,33907,35003,21074
2018,1,29,ri,US,85511,30652,30348,17747
2018,1,29,sc,US,488053,159917,179585,103521
2018,1,29,sd,US,68680,23144,24894,14852
2018,1,29,tn,US,710128,224885,246095,144718
2018,1,29,tx,US,3540419,1066371,1138214,675014
2018,1,29,ut,US,275446,85615,94049,55469
2018,1,29,va,US,789361,265869,278446,166051
2018,1,29,vi,US,393,213,0,0
